STARTUP NAME,Status,DistributorAddress,DistributorAddress2,Single Layer,Double Layer
0chain,NoTokenTransfer,,,0.0,0.0
0x,OK,0x7f33036d984f67a864c7f413012c31329d4193a2,,0.0,0.0
1World,OK,0xad8b03bb5576f31ff3fd29ebda4d5d920a5eafc9,,88.0,0.0
300 Token,OK,0x3edcc4a87486348ce294d109c46dc9debe3af8a4,,5.0,0.0
4NEW,DistributorsHardtoIdentify,,,0.0,0.0
4lions.pro,NoTokenTransfer,,,0.0,0.0
777.Bingo,NoTokenTransfer,,,0.0,0.0
7ype,NeedtoDownload,,,0.0,0.0
8 Circuit Studios,NeedtoDownload,,,0.0,0.0
ABR,NoTokenTransfer,,,0.0,0.0
ACT,NoTokenTransfer,,,0.0,0.0
ADPUMP,OK,0x72fed1cc066fd0d0d284ee68084cdc67699c641f,,0.0,0.0
ALLOY,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
ALMBank,NoTokenTransfer,,,0.0,0.0
ALTEUM,OK,0xb909f226afb8fc0936835ace2de6f260116e5a7b3f778e18f41f9742a31126f5,,0.0,0.0
AMPLE! Coin,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
ARC Reserve Currency,NoTokenTransfer,,,0.0,0.0
ARNA Panacea,OK,0x09873cdd92782ee43e7881da138a156e7e8835f5,,0.0,0.0
ARRM,NoTokenTransfer,,,0.0,0.0
ASTRcoin,OK,0x3efae2e152f62f5cc12cc0794b816d22d416a721,,0.0,0.0
ATFS Project,NeedtoDownload,,,0.0,0.0
ATMToken,NeedtoDownload,,,0.0,0.0
Aamicoin,NoTokenTransfer,,,0.0,0.0
Abab,NeedtoDownload,,,0.0,0.0
AbjCoin,NoTokenTransfer,,,0.0,0.0
Academy,NeedtoDownload,,,0.0,0.0
Accord ICO,OK,0xfb30849bf147c8fec02970a28c623da6ecadee60,,0.0,0.0
Acebusters,DistributorsHardtoIdentify,,,0.0,0.0
Acme Network,NoTokenTransfer,,,0.0,0.0
AdEx,DistributorsHardtoIdentify,,,0.0,0.0
AdHive,DistributorsHardtoIdentify,,,0.0,0.0
Adbank,DistributorsHardtoIdentify,,,0.0,0.0
Aditus,NeedtoDownload,,,0.0,0.0
Adshares,DistributorsHardtoIdentify,,,0.0,0.0
Advanced Browsing Token,NoTokenTransfer,,,0.0,0.0
Aeron,OK,0x0d80e86f5855affaea85bc424066c0f9ce1e40ad,,0.0,0.0
Affchain,NoTokenTransfer,,,0.0,0.0
AffiliateCoin,NoTokenTransfer,,,0.0,0.0
AfterEther,NoTokenTransfer,,,0.0,0.0
Afterschool,NoTokenTransfer,,,0.0,0.0
Agent Not Needed,OK,0xdd01cd9bc79049b827e8e0d86ca7715e9773306c,,0.0,0.0
AgreCoin (ACN),NoTokenTransfer,,,0.0,0.0
Agrello,OK,0x3e2c6a3b6861d84d98753a2c9fa4f96c65c2ea4f,,0.0,0.0
Agrivita,NoTokenTransfer,,,0.0,0.0
Ahoolee,DistributorsHardtoIdentify,,,0.0,0.0
AidCoin,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Aigang,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
AirToken,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
AkroCoin,NoTokenTransfer,,,0.0,0.0
AlfaToken,IncompleteInformation,,,0.0,0.0
Algory Project,OK,0xfa79253cbd5671df91dccae40a29ee2cf2eb60f0,,0.0,0.0
Alis,DistributorsHardtoIdentify,,,0.0,0.0
Altair VR,NeedtoDownload,,,0.0,0.0
Alttradex,NeedtoDownload,,,0.0,0.0
Ambrosus,DistributorsHardtoIdentify,,,0.0,0.0
Amorito,NoTokenTransfer,,,0.0,0.0
Anacoin,NeedtoDownload,,,0.0,0.0
Angel Token,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Ankorus,OK,0x00000000000000000000000000000000000000b1,,0.0,0.0
Anna,NoTokenTransfer,,,0.0,0.0
Anonymous Service Chain (PreICO),NoTokenTransfer,,,0.0,0.0
AntiqMall,NeedtoDownload,,,0.0,0.0
Aphelion,NoTokenTransfer,,,0.0,0.0
Apollo DAE,NoTokenTransfer,,,0.0,0.0
AppCoins,OK,0xa684a3371e0d46bca4a6db1ff538a44f1440a855,,0.0,0.0
Appay,OK,0xab9ecfdbb0abc5da29f166e3d4429b8c0de493ce,,0.0,0.0
Aragon,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Arbi,NoTokenTransfer,,,0.0,0.0
Arbidex,NoTokenTransfer,,,0.0,0.0
Arcade City,IncompleteInformation,,,0.0,0.0
Arcblock,OK,0x4fd95f61a1b52b3c272ae449e95cfc307d19afd6,,0.0,0.0
Arkadia,NoTokenTransfer,,,0.0,0.0
Armor Ceramics,NeedtoDownload,,,0.0,0.0
Artemine,NeedtoDownload,,,0.0,0.0
Artex,NoTokenTransfer,,,0.0,0.0
Artis Turba,NeedtoDownload,,,0.0,0.0
Asset Token,IncompleteInformation,,,0.0,0.0
Asseta,OK,0x305ee1aea4ce97f764618f0540ea6fb37c7186ba,,0.0,0.0
Assistive Reality ARX,NeedtoDownload,,,0.0,0.0
Astronaut,OK,0xbce77d679864e792b5ec5ae3dd3fe360cc5c75c0,,0.0,0.0
Athena,NeedtoDownload,,,0.0,0.0
Atlant,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Atmatrix,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Atrix,OK,0x9b326a64f837c4d52ad99ffa264273b012eaab95,,0.0,0.0
Attention Network,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Auctus,NeedtoDownload,,,0.0,0.0
Augur,DistributorsHardtoIdentify,,,0.0,0.0
AuthenticID,NoTokenTransfer,,,0.0,0.0
Authoreon,OK,0xf982113d7d7d37e2bc931bd183406efa529e52fd,,3.0,0.0
Authorship,OK,0xa68ba00236769703d30c17f63444cc7b3d509c72,,0.0,0.0
Autonio,OK,0x952b3cba812321a10e49e1c86132e701b54fa7e0,,1.0,0.0
Avalon,NoTokenTransfer,,,0.0,0.0
Avaqva,NoTokenTransfer,,,0.0,0.0
Aventus,OK,0x8b7b6c61238088593bf75eec8fbf58d0a615d30c,,0.0,0.0
B2BX,OK,0xef02e1a87c91435349437f035f85f5a85f6b39ae,,0.0,0.0
BABB,NeedtoDownload,,,0.0,0.0
BANKEX,OK,0xdef97e9f16831da75a52ff583323c4cdd1f508da,,0.0,0.0
BCDiploma,NeedtoDownload,,,0.0,0.0
BEEQB,OK,0x51155c8e42b1d0caef3a0c6653d7b18db384d38f,,1.0,0.0
BFToken,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
BHOM,NeedtoDownload,,,0.0,0.0
BIG Foundation,NoTokenTransfer,,,0.0,0.0
BINEX.TRADE,NoTokenTransfer,,,0.0,0.0
BITRACE,OK,0xcf46a1599b2d1d4be213ac4415629de72cb93da2,,0.0,0.0
BLOCKv,OK,0xc97666cc53d78605c295547dc1b459733c7ea064,,0.0,0.0
BLOOMZED,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
BMChain,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
BOUTSPRO,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
BRAT,IncompleteInformation,,,0.0,0.0
BREM,NoTokenTransfer,,,0.0,0.0
Baappay,NeedtoDownload,,,0.0,0.0
BactoAlarm,NoTokenTransfer,,,0.0,0.0
Baltic.fund,NeedtoDownload,,,0.0,0.0
Bananacoin,DistributorsHardtoIdentify,,,0.0,0.0
Banca,DistributorsHardtoIdentify,,,0.0,0.0
Bancor,NeedtoDownload,,,0.0,0.0
Bank Of Memories,IncompleteInformation,,,0.0,0.0
Bankera,NoTokenTransfer,,,0.0,0.0
Bankorus,NoTokenTransfer,,,0.0,0.0
BannerCoin,NeedtoDownload,,,0.0,0.0
Basic Attention,DistributorsHardtoIdentify,,,0.0,0.0
Battle Ball,NoTokenTransfer,,,0.0,0.0
Battle of Titans,NoTokenTransfer,,,0.0,0.0
BattleDrome,OK,0xeaaf270436a0ed397ed23bbf64df7b1dcaff142f,,0.0,0.0
Bazista,OK,0xb5d048eaa605c43074bfb3a2ab2751c0c75f1c44,,0.0,0.0
Bcshop,DistributorsHardtoIdentify,,,0.0,0.0
Beatle,NoTokenTransfer,,,0.0,0.0
BeeSocials,NoTokenTransfer,,,0.0,0.0
Beluga Pay,NeedtoDownload,,,0.0,0.0
BenjaCoin,OK,0xbce77d679864e792b5ec5ae3dd3fe360cc5c75c0,,0.0,0.0
BetKing,OK,0x40f2351cc9a712d5abb18da9b12a0bff263e677f,,0.0,0.0
Betmaster,NoTokenTransfer,,,0.0,0.0
Betrium,NeedtoDownload,,,0.0,0.0
Betstreak,NeedtoDownload,,,0.0,0.0
BetterBetting,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Beuthereum,NoTokenTransfer,,,0.0,0.0
Beyond The Void,OK,0x20d42f2e99a421147acf198d775395cac2e8b03d,,0.0,0.0
Bibox,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Bico,NoTokenTransfer,,,0.0,0.0
Billionaire Token,DistributorsHardtoIdentify,,,0.0,0.0
Binance,DistributorsHardtoIdentify,,,0.0,0.0
Binary,NoTokenTransfer,,,0.0,0.0
BioFactoryCoin,NoTokenTransfer,,,0.0,0.0
BioPayCoin,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Biometrids,OK,0x38bdb4ca3e2837597beb8d189ddd6b89704a4066,,2.0,1212.0
Bioritmai,NoTokenTransfer,,,0.0,0.0
Birdchain,NoTokenTransfer,,,0.0,0.0
BitBoost,OK,0xbce77d679864e792b5ec5ae3dd3fe360cc5c75c0,,0.0,0.0
BitBounce,DistributorsHardtoIdentify,,,0.0,0.0
BitCab ICO,NoTokenTransfer,,,0.0,0.0
BitClave,NeedtoDownload,,,0.0,0.0
BitConscious Foundation,NoTokenTransfer,,,0.0,0.0
BitDegree,OK,0xe259ece17feef05bdead9689c6f1bc8e778c517b,,2.0,4.0
BitDice,OK,0xb6a2dc96c6efc17ed1815aaf82f53ffa6305161b,,750.0,0.0
BitEther,NeedtoDownload,,,0.0,0.0
BitFerry,NeedtoDownload,,,0.0,0.0
BitHub,NoTokenTransfer,,,0.0,0.0
BitRent,NeedtoDownload,,,0.0,0.0
BitRewards,NoTokenTransfer,,,0.0,0.0
BitStump,NeedtoDownload,,,0.0,0.0
Bitindia,NeedtoDownload,,,0.0,0.0
Bitmag,NoTokenTransfer,,,0.0,0.0
Bitmart,NeedtoDownload,,,0.0,0.0
Bitplus Network,NeedtoDownload,,,0.0,0.0
Bitproperty,NeedtoDownload,,,0.0,0.0
Bitquence,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Blackfol.io,OK,0x645f41d1e96109564ca7c8f9615b807e956de68f,,0.0,0.0
Blackmoon,DistributorsHardtoIdentify,,,0.0,0.0
BlockCAT,DistributorsHardtoIdentify,,,0.0,0.0
BlockEx,NeedtoDownload,,,0.0,0.0
BlockLicense,NoTokenTransfer,,,0.0,0.0
BlockMason,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
BlockRx,NoTokenTransfer,,,0.0,0.0
Blockbid,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Blockchain Capital,DistributorsHardtoIdentify,,,0.0,0.0
Blockchain Neural System,NoTokenTransfer,,,0.0,0.0
Blockchain Taxi,NoTokenTransfer,,,0.0,0.0
Blocklancer,NoTokenTransfer,,,0.0,0.0
Blocktix,OK,0xea1f346faf023f974eb5adaf088bbcdf02d761f4,,0.0,0.0
Bloom,OK,0xb547cc51ce58293e6945ba08d664ce051563d9ac,,0.0,0.0
Blue Whale,NeedtoDownload,,,0.0,0.0
Bluzelle,OK,0xbc05e610eaac542bfa64504025413291beb58d36,,0.0,0.0
Bolenum,OK,0xcc3bfb63bccee5d353627c9c34443d5f9257919c,,0.0,0.0
Bondkick Syndicate,OK,0x6e7eb7c864a5d76b9306007326ecc37c78651290,,4.0,32.0
Bonpay,DistributorsHardtoIdentify,,,0.0,0.0
Boosteroid,OK,0xbd00ce9c7c88e05373ecaba02a63277e8d9cf3e5,,0.0,0.0
Bopti,OK,0x3b7745f035e0f182c2c3a82b594697ae18792a44,,0.0,0.0
BotChain,NeedtoDownload,,,0.0,0.0
BotGaming,NoTokenTransfer,,,0.0,0.0
Bread,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
BricBit,NoTokenTransfer,,,0.0,0.0
BrickBlock,OK,0x59d8c5a3e2d25a550e294d82dfb2a3128d324bbc,,0.0,0.0
Brisk Pass,NeedtoDownload,,,0.0,0.0
Brixby,NeedtoDownload,,,0.0,0.0
Budbo,NeedtoDownload,,,0.0,0.0
Bulleon,NeedtoDownload,,,0.0,0.0
ByteBet (PreICO),NoTokenTransfer,,,0.0,0.0
Bytom,DistributorsHardtoIdentify,,,0.0,0.0
CAR Token,NeedtoDownload,,,0.0,0.0
CASPER (PreICO),NoTokenTransfer,,,0.0,0.0
CCA,NoTokenTransfer,,,0.0,0.0
CEDEX,NeedtoDownload,,,0.0,0.0
CFRS,NoTokenTransfer,,,0.0,0.0
CHEX,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
CHRYSOS,NoTokenTransfer,,,0.0,0.0
COBINHOOD,DistributorsHardtoIdentify,,,0.0,0.0
COSS,OK,0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,,27.0,0.0
CREDITS,NeedtoDownload,,,0.0,0.0
CROMhub,OK,0x5f391f8253475bffa27b2f8544994f9717ab310d,,0.0,0.0
CRYCASH,NeedtoDownload,,,0.0,0.0
CUBE,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Cacao Shares,OK,0x906a6ceec7256b02bd16401d2993bf9b1ed89b9c,,0.0,0.0
Cajutel,OK,0x3c6a7ab47b5f058be0e7c7fe1a4b7925b8aca40e,,0.0,0.0
CanYa,OK,0x0009dd361ea5aa03e07ad04496f002002818928d,,0.0,0.0
Capdax,NeedtoDownload,,,0.0,0.0
Cappasity,ImpreciseInformation,,,0.0,0.0
CarTaxi,DistributorsHardtoIdentify,,,0.0,0.0
Carbon Dollar X,NeedtoDownload,,,0.0,0.0
Cardstack,NoTokenTransfer,,,0.0,0.0
CareX,OK,0x9c9597805a6622ce541be1e3c74a3c998c61b408,,0.0,0.0
CareerXon,NeedtoDownload,,,0.0,0.0
CargoX,NeedtoDownload,,,0.0,0.0
Casagram,NoTokenTransfer,,,0.0,0.0
Cash Poker Pro,DistributorsHardtoIdentify,,,0.0,0.0
Cashaa,OK,0x18359735e06cdb531ac895fd41d46dd231d9a147,,0.0,0.0
Caviar,NeedtoDownload,,,0.0,0.0
Cederis,OK,0x19c9fff1bd730db8c7b1e8a39dc05d4daf51fdc9,,0.0,0.0
Celsius,OK,,,0.0,0.0
Chain ID,NoTokenTransfer,,,0.0,0.0
Chainium,NeedtoDownload,,,0.0,0.0
Change Bank,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Charg Coin,NeedtoDownload,,,0.0,0.0
Chatello App,OK,0xbb4959a332e6277ff13c2302b920fbcc2f2273fe,,0.0,0.0
Christ Coins,OK,0x164979ed9b905b1e1c82cbbeee46379ba4d7b7d9,,0.0,0.0
Chrono Logic,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Cibus,DistributorsHardtoIdentify,,,0.0,0.0
Cindicator,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
CinemaWell.com,NoTokenTransfer,,,0.0,0.0
Circles (PreICO),NeedtoDownload,,,0.0,0.0
Civic,DistributorsHardtoIdentify,,,0.0,0.0
ClearPoll,OK,0xe8afb388996acf1badf63dd740f4dbbdbf39a10b,,0.0,0.0
Clickle,NoTokenTransfer,,,0.0,0.0
Climatecoin,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Clout,NeedtoDownload,,,0.0,0.0
CoInsure Blockchain,NeedtoDownload,,,0.0,0.0
Cofound.it,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
CoinBet,NeedtoDownload,,,0.0,0.0
CoinCasino,NoTokenTransfer,,,0.0,0.0
CoinCrowd,NeedtoDownload,,,0.0,0.0
CoinDash,OK,0xa869b2674914ec42b66dafe65acac797cd241cba,,5.0,0.0
CoinDrive,NoTokenTransfer,,,0.0,0.0
CoinFi,NeedtoDownload,,,0.0,0.0
CoinJob,NoTokenTransfer,,,0.0,0.0
CoinLion,NeedtoDownload,,,0.0,0.0
CoinLoan,OK,0xe5a4e1d8aafe6ea9ff5b707ce5f14a2b4d5edb60,,0.0,0.0
CoinPennant,NoTokenTransfer,,,0.0,0.0
CoinPoker,NeedtoDownload,,,0.0,0.0
CoinStarter,NeedtoDownload,,,0.0,0.0
Coinfer,NoTokenTransfer,,,0.0,0.0
Coinlancer,DistributorsHardtoIdentify,,,0.0,0.0
Coinnec,NeedtoDownload,,,0.0,0.0
Cointed,DistributorsHardtoIdentify,,,0.0,0.0
Colu Local Network,OK,0x12321fb3e2548b03ead42f09cab239cff377b4e2,,0.0,0.0
CommerceBlock,NeedtoDownload,,,0.0,0.0
Conda,NoTokenTransfer,,,0.0,0.0
Confideal,NeedtoDownload,,,0.0,0.0
Connect,NoTokenTransfer,,,0.0,0.0
Connectius,NeedtoDownload,,,0.0,0.0
Consolo,NoTokenTransfer,,,0.0,0.0
ConsultEth,NoTokenTransfer,,,0.0,0.0
CopPay,NeedtoDownload,,,0.0,0.0
Copy Trader,NoTokenTransfer,,,0.0,0.0
Copytrack,NeedtoDownload,,,0.0,0.0
CorCom,NoTokenTransfer,,,0.0,0.0
Corex,NeedtoDownload,,,0.0,0.0
CottageCoin,NeedtoDownload,,,0.0,0.0
Covesting,NeedtoDownload,,,0.0,0.0
Crassula,NoTokenTransfer,,,0.0,0.0
CrazyBET,NoTokenTransfer,,,0.0,0.0
Crowd for Angels,OK,0x0299f84a0c1fee38fb060b48870190749d260be3,,1.0,0.0
Crowd-Up,NoTokenTransfer,,,0.0,0.0
CrowdCoinage,OK,0x7f93bafc01ffa46d8735cc7f51914ac90cba061d,,0.0,0.0
CrowdDrive,NoTokenTransfer,,,0.0,0.0
CrowdWiz,DistributorsHardtoIdentify,,,0.0,0.0
Crowdholding,NoTokenTransfer,,,0.0,0.0
Crowdvilla,NoTokenTransfer,,,0.0,0.0
Cryder,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
CryoCloud,NeedtoDownload,,,0.0,0.0
Cryptaur,OK,0x88d50b466be55222019d71f9e8fae17f5f45fca1,,0.0,0.0
Crypterium,NeedtoDownload,,,0.0,0.0
Cryptex Network,NoTokenTransfer,,,0.0,0.0
Crypto Trust Network,NeedtoDownload,,,0.0,0.0
Crypto20,NeedtoDownload,,,0.0,0.0
CryptoABS,DistributorsHardtoIdentify,,,0.0,0.0
CryptoAlias,OK,0x8a19d9bbbc5edf01ddd4acc6736f4091e67ad72a,,0.0,0.0
CryptoBite Coin,NoTokenTransfer,,,0.0,0.0
CryptoCopy,NoTokenTransfer,,,0.0,0.0
CryptoFund,NoTokenTransfer,,,0.0,0.0
CryptoMuseum,NoTokenTransfer,,,0.0,0.0
CryptoSoft,NeedtoDownload,,,0.0,0.0
CryptoXpress,NoTokenTransfer,,,0.0,0.0
Cryptodruid,NoTokenTransfer,,,0.0,0.0
Cryptopay,OK,0x0010a75a2f4b938d843634256ec2f8540a6a3d37,,1.0,0.0
Cryptotask,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Cryptum,DistributorsHardtoIdentify,,,0.0,0.0
Crystal Clear,DistributorsHardtoIdentify,,,0.0,0.0
CyberTrust,NoTokenTransfer,,,0.0,0.0
Cybermiles,DistributorsHardtoIdentify,,,0.0,0.0
DADI,NeedtoDownload,,,0.0,0.0
DAO Playmarket 2.0,NeedtoDownload,,,0.0,0.0
DAO.casino,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
DATAVLT,NeedtoDownload,,,0.0,0.0
DATx,NeedtoDownload,,,0.0,0.0
DAV,NoTokenTransfer,,,0.0,0.0
DAWQ,NoTokenTransfer,,,0.0,0.0
DAX,ImpreciseInformation,,,0.0,0.0
DLS Academy,NeedtoDownload,,,0.0,0.0
DMarket,OK,0x8c77a38c5dfec301a0d67904ce1850812c42b0e7,,3.0,0.0
DOLECOIN,NoTokenTransfer,,,0.0,0.0
DOVU,OK,0x6699ed0afc9761aff5b7dbe08352fc0c8616ca31,,0.0,0.0
Dailycoin,NeedtoDownload,,,0.0,0.0
Daneel,OK,0xd539028595ec3da4c499023ae988a9192f0301f8,,0.0,0.0
Daseron,NeedtoDownload,,,0.0,0.0
DatabrokerDAO,IncompleteInformation,,,0.0,0.0
Datarius,NeedtoDownload,,,0.0,0.0
Datawallet,OK,0x201dcb47a936db8d0c6358783a7d24b37d5fd1cd,0x201dcb47a936db8d0c6358783a7d24b37d5fd1cd,0.0,0.0
DateCoin,NoTokenTransfer,,,0.0,0.0
Datum,OK,0xf6e9baf2e5950f2eca57dbb859677b49ce7e4bca,,0.0,0.0
